nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
9603,2021-08-18,10,Filial 10,94,Cliente 94,PE,17,Produto 17,Marca 2,23.67,2,3
9604,2021-08-18,5,Filial 5,20,Cliente 20,PB,16,Produto 16,Marca 2,12.40,4,4
9605,2021-08-18,8,Filial 8,25,Cliente 25,PA,2,Produto 2,Marca 3,99.33,7,3
9606,2021-08-18,6,Filial 6,52,Cliente 52,PI,8,Produto 8,Marca 2,44.87,2,5
9607,2021-08-18,7,Filial 7,77,Cliente 77,AM,19,Produto 19,Marca 1,16.28,3,5
9608,2021-08-18,9,Filial 9,57,Cliente 57,SP,16,Produto 16,Marca 2,12.40,2,2
9609,2021-08-18,4,Filial 4,45,Cliente 45,PB,7,Produto 7,Marca 1,21.32,7,3
9610,2021-08-18,2,Filial 2,30,Cliente 30,BA,8,Produto 8,Marca 2,44.87,3,4
9611,2021-08-19,10,Filial 10,98,Cliente 98,TO,16,Produto 16,Marca 2,12.40,2,2
9612,2021-08-19,8,Filial 8,67,Cliente 67,ES,4,Produto 4,Marca 3,44.85,6,3
9613,2021-08-19,3,Filial 3,29,Cliente 29,MT,10,Produto 10,Marca 1,33.55,4,5
9614,2021-08-19,7,Filial 7,91,Cliente 91,SP,9,Produto 9,Marca 2,41.93,4,5
9615,2021-08-19,4,Filial 4,22,Cliente 22,CE,16,Produto 16,Marca 2,12.40,3,4
9616,2021-08-19,2,Filial 2,100,Cliente 100,MS,3,Produto 3,Marca 2,49.45,7,4
9617,2021-08-19,9,Filial 9,12,Cliente 12,BA,11,Produto 11,Marca 1,17.47,4,2
9618,2021-08-19,1,Filial 1,12,Cliente 12,BA,15,Produto 15,Marca 1,14.57,6,3
9619,2021-08-19,6,Filial 6,22,Cliente 22,CE,3,Produto 3,Marca 2,49.45,6,2
9620,2021-08-19,5,Filial 5,30,Cliente 30,BA,10,Produto 10,Marca 1,33.55,5,3
9621,2021-08-20,6,Filial 6,54,Cliente 54,RO,19,Produto 19,Marca 1,16.28,3,2
9622,2021-08-20,4,Filial 4,30,Cliente 30,BA,9,Produto 9,Marca 2,41.93,6,5
9623,2021-08-20,8,Filial 8,11,Cliente 11,SC,5,Produto 5,Marca 1,86.60,5,4
9624,2021-08-20,5,Filial 5,65,Cliente 65,MA,16,Produto 16,Marca 2,12.40,5,2
9625,2021-08-20,3,Filial 3,10,Cliente 10,SP,15,Produto 15,Marca 1,14.57,2,5
9626,2021-08-20,1,Filial 1,82,Cliente 82,SP,12,Produto 12,Marca 2,68.11,6,2
9627,2021-08-20,9,Filial 9,27,Cliente 27,ES,16,Produto 16,Marca 2,12.40,4,3
9628,2021-08-20,2,Filial 2,79,Cliente 79,RN,12,Produto 12,Marca 2,68.11,4,4
9629,2021-08-20,7,Filial 7,31,Cliente 31,CE,13,Produto 13,Marca 3,18.60,3,5
9630,2021-08-20,10,Filial 10,48,Cliente 48,MS,4,Produto 4,Marca 3,44.85,3,4
9631,2021-08-21,4,Filial 4,57,Cliente 57,SP,20,Produto 20,Marca 2,64.09,5,3
9632,2021-08-21,6,Filial 6,19,Cliente 19,MS,8,Produto 8,Marca 2,44.87,3,5
9633,2021-08-21,10,Filial 10,40,Cliente 40,MT,13,Produto 13,Marca 3,18.60,5,2
9634,2021-08-21,8,Filial 8,99,Cliente 99,MG,13,Produto 13,Marca 3,18.60,2,3
9635,2021-08-21,7,Filial 7,95,Cliente 95,GO,11,Produto 11,Marca 1,17.47,4,5
9636,2021-08-21,2,Filial 2,29,Cliente 29,MT,4,Produto 4,Marca 3,44.85,5,4
9637,2021-08-21,1,Filial 1,25,Cliente 25,PA,20,Produto 20,Marca 2,64.09,2,3
9638,2021-08-21,5,Filial 5,50,Cliente 50,GO,3,Produto 3,Marca 2,49.45,4,5
9639,2021-08-21,3,Filial 3,49,Cliente 49,RS,11,Produto 11,Marca 1,17.47,7,2
9640,2021-08-21,9,Filial 9,8,Cliente 8,RJ,6,Produto 6,Marca 1,87.73,4,3
9641,2021-08-22,7,Filial 7,12,Cliente 12,BA,15,Produto 15,Marca 1,14.57,5,3
9642,2021-08-22,3,Filial 3,18,Cliente 18,MG,3,Produto 3,Marca 2,49.45,6,2
9643,2021-08-22,8,Filial 8,29,Cliente 29,MT,5,Produto 5,Marca 1,86.60,6,4
9644,2021-08-22,5,Filial 5,93,Cliente 93,RJ,13,Produto 13,Marca 3,18.60,3,3
9645,2021-08-22,10,Filial 10,17,Cliente 17,PA,6,Produto 6,Marca 1,87.73,7,3
9646,2021-08-22,4,Filial 4,38,Cliente 38,RJ,9,Produto 9,Marca 2,41.93,7,5
9647,2021-08-22,9,Filial 9,20,Cliente 20,PB,19,Produto 19,Marca 1,16.28,3,4
9648,2021-08-22,6,Filial 6,81,Cliente 81,RO,9,Produto 9,Marca 2,41.93,4,4
9649,2021-08-22,1,Filial 1,26,Cliente 26,RO,13,Produto 13,Marca 3,18.60,2,5
9650,2021-08-22,2,Filial 2,92,Cliente 92,AL,7,Produto 7,Marca 1,21.32,3,5
9651,2021-08-23,8,Filial 8,36,Cliente 36,SP,6,Produto 6,Marca 1,87.73,2,5
9652,2021-08-23,4,Filial 4,52,Cliente 52,PI,13,Produto 13,Marca 3,18.60,2,3
9653,2021-08-23,10,Filial 10,61,Cliente 61,SE,20,Produto 20,Marca 2,64.09,3,5
9654,2021-08-23,3,Filial 3,78,Cliente 78,PR,2,Produto 2,Marca 3,99.33,5,3
9655,2021-08-23,9,Filial 9,91,Cliente 91,SP,18,Produto 18,Marca 2,98.95,5,4
9656,2021-08-23,1,Filial 1,56,Cliente 56,GO,15,Produto 15,Marca 1,14.57,7,3
9657,2021-08-23,5,Filial 5,33,Cliente 33,GO,2,Produto 2,Marca 3,99.33,2,4
9658,2021-08-23,2,Filial 2,84,Cliente 84,BA,17,Produto 17,Marca 2,23.67,6,3
9659,2021-08-23,7,Filial 7,33,Cliente 33,GO,15,Produto 15,Marca 1,14.57,6,5
9660,2021-08-23,6,Filial 6,65,Cliente 65,MA,4,Produto 4,Marca 3,44.85,3,3
9661,2021-08-24,8,Filial 8,35,Cliente 35,PB,18,Produto 18,Marca 2,98.95,4,2
9662,2021-08-24,10,Filial 10,4,Cliente 4,CE,7,Produto 7,Marca 1,21.32,2,4
9663,2021-08-24,7,Filial 7,28,Cliente 28,PB,8,Produto 8,Marca 2,44.87,2,4
9664,2021-08-24,9,Filial 9,69,Cliente 69,SE,14,Produto 14,Marca 3,2.87,3,5
9665,2021-08-24,4,Filial 4,22,Cliente 22,CE,19,Produto 19,Marca 1,16.28,6,3
9666,2021-08-24,2,Filial 2,48,Cliente 48,MS,11,Produto 11,Marca 1,17.47,3,4
9667,2021-08-24,1,Filial 1,53,Cliente 53,RR,18,Produto 18,Marca 2,98.95,7,2
9668,2021-08-24,5,Filial 5,99,Cliente 99,MG,2,Produto 2,Marca 3,99.33,5,2
9669,2021-08-24,3,Filial 3,38,Cliente 38,RJ,8,Produto 8,Marca 2,44.87,4,5
9670,2021-08-24,6,Filial 6,99,Cliente 99,MG,13,Produto 13,Marca 3,18.60,6,3
9671,2021-08-25,5,Filial 5,26,Cliente 26,RO,17,Produto 17,Marca 2,23.67,4,4
9672,2021-08-25,9,Filial 9,49,Cliente 49,RS,17,Produto 17,Marca 2,23.67,2,3
9673,2021-08-25,3,Filial 3,65,Cliente 65,MA,19,Produto 19,Marca 1,16.28,6,4
9674,2021-08-25,10,Filial 10,27,Cliente 27,ES,8,Produto 8,Marca 2,44.87,7,4
9675,2021-08-25,1,Filial 1,58,Cliente 58,PA,9,Produto 9,Marca 2,41.93,6,4
9676,2021-08-25,6,Filial 6,67,Cliente 67,ES,20,Produto 20,Marca 2,64.09,3,2
9677,2021-08-25,2,Filial 2,67,Cliente 67,ES,8,Produto 8,Marca 2,44.87,7,2
9678,2021-08-25,4,Filial 4,64,Cliente 64,PA,11,Produto 11,Marca 1,17.47,7,4
9679,2021-08-25,8,Filial 8,25,Cliente 25,PA,14,Produto 14,Marca 3,2.87,5,4
9680,2021-08-25,7,Filial 7,48,Cliente 48,MS,11,Produto 11,Marca 1,17.47,7,2
9681,2021-08-26,7,Filial 7,72,Cliente 72,SE,9,Produto 9,Marca 2,41.93,2,5
9682,2021-08-26,4,Filial 4,38,Cliente 38,RJ,14,Produto 14,Marca 3,2.87,7,5
9683,2021-08-26,5,Filial 5,28,Cliente 28,PB,4,Produto 4,Marca 3,44.85,3,3
9684,2021-08-26,9,Filial 9,98,Cliente 98,TO,17,Produto 17,Marca 2,23.67,2,4
9685,2021-08-26,1,Filial 1,29,Cliente 29,MT,19,Produto 19,Marca 1,16.28,2,2
9686,2021-08-26,3,Filial 3,97,Cliente 97,MG,4,Produto 4,Marca 3,44.85,7,4
9687,2021-08-26,8,Filial 8,34,Cliente 34,RS,9,Produto 9,Marca 2,41.93,7,2
9688,2021-08-26,10,Filial 10,3,Cliente 3,TO,2,Produto 2,Marca 3,99.33,4,3
9689,2021-08-26,2,Filial 2,93,Cliente 93,RJ,20,Produto 20,Marca 2,64.09,5,4
9690,2021-08-26,6,Filial 6,55,Cliente 55,ES,9,Produto 9,Marca 2,41.93,7,4
9691,2021-08-27,4,Filial 4,45,Cliente 45,PB,11,Produto 11,Marca 1,17.47,2,4
9692,2021-08-27,10,Filial 10,30,Cliente 30,BA,14,Produto 14,Marca 3,2.87,2,2
9693,2021-08-27,1,Filial 1,24,Cliente 24,PR,10,Produto 10,Marca 1,33.55,6,3
9694,2021-08-27,9,Filial 9,66,Cliente 66,DF,17,Produto 17,Marca 2,23.67,5,5
9695,2021-08-27,7,Filial 7,93,Cliente 93,RJ,12,Produto 12,Marca 2,68.11,3,5
9696,2021-08-27,5,Filial 5,83,Cliente 83,MT,19,Produto 19,Marca 1,16.28,4,5
9697,2021-08-27,6,Filial 6,23,Cliente 23,CE,14,Produto 14,Marca 3,2.87,5,3
9698,2021-08-27,8,Filial 8,29,Cliente 29,MT,9,Produto 9,Marca 2,41.93,2,2
9699,2021-08-27,3,Filial 3,92,Cliente 92,AL,4,Produto 4,Marca 3,44.85,4,4
9700,2021-08-27,2,Filial 2,64,Cliente 64,PA,8,Produto 8,Marca 2,44.87,2,4
9701,2021-08-28,8,Filial 8,39,Cliente 39,AL,13,Produto 13,Marca 3,18.60,3,3
9702,2021-08-28,1,Filial 1,95,Cliente 95,GO,7,Produto 7,Marca 1,21.32,7,3
9703,2021-08-28,5,Filial 5,73,Cliente 73,PE,20,Produto 20,Marca 2,64.09,3,5
9704,2021-08-28,7,Filial 7,73,Cliente 73,PE,6,Produto 6,Marca 1,87.73,5,4
9705,2021-08-28,2,Filial 2,78,Cliente 78,PR,12,Produto 12,Marca 2,68.11,5,3
9706,2021-08-28,10,Filial 10,61,Cliente 61,SE,20,Produto 20,Marca 2,64.09,5,2
9707,2021-08-28,6,Filial 6,8,Cliente 8,RJ,15,Produto 15,Marca 1,14.57,6,2
9708,2021-08-28,9,Filial 9,91,Cliente 91,SP,6,Produto 6,Marca 1,87.73,5,4
9709,2021-08-28,3,Filial 3,96,Cliente 96,RJ,8,Produto 8,Marca 2,44.87,7,4
9710,2021-08-28,4,Filial 4,91,Cliente 91,SP,19,Produto 19,Marca 1,16.28,4,2
9711,2021-08-29,6,Filial 6,42,Cliente 42,SE,9,Produto 9,Marca 2,41.93,4,2
9712,2021-08-29,4,Filial 4,24,Cliente 24,PR,13,Produto 13,Marca 3,18.60,2,5
9713,2021-08-29,8,Filial 8,86,Cliente 86,RN,8,Produto 8,Marca 2,44.87,6,2
9714,2021-08-29,3,Filial 3,29,Cliente 29,MT,7,Produto 7,Marca 1,21.32,2,5
9715,2021-08-29,1,Filial 1,1,Cliente 1,MA,13,Produto 13,Marca 3,18.60,2,3
9716,2021-08-29,5,Filial 5,45,Cliente 45,PB,20,Produto 20,Marca 2,64.09,4,3
9717,2021-08-29,9,Filial 9,34,Cliente 34,RS,20,Produto 20,Marca 2,64.09,6,5
9718,2021-08-29,7,Filial 7,96,Cliente 96,RJ,2,Produto 2,Marca 3,99.33,5,5
9719,2021-08-29,2,Filial 2,6,Cliente 6,RN,8,Produto 8,Marca 2,44.87,3,2
9720,2021-08-29,10,Filial 10,79,Cliente 79,RN,9,Produto 9,Marca 2,41.93,4,2
9721,2021-08-30,10,Filial 10,78,Cliente 78,PR,17,Produto 17,Marca 2,23.67,6,2
9722,2021-08-30,1,Filial 1,93,Cliente 93,RJ,20,Produto 20,Marca 2,64.09,7,3
9723,2021-08-30,3,Filial 3,92,Cliente 92,AL,12,Produto 12,Marca 2,68.11,4,2
9724,2021-08-30,9,Filial 9,3,Cliente 3,TO,8,Produto 8,Marca 2,44.87,3,5
9725,2021-08-30,2,Filial 2,45,Cliente 45,PB,15,Produto 15,Marca 1,14.57,7,2
9726,2021-08-30,8,Filial 8,29,Cliente 29,MT,13,Produto 13,Marca 3,18.60,3,2
9727,2021-08-30,6,Filial 6,59,Cliente 59,PB,11,Produto 11,Marca 1,17.47,3,5
9728,2021-08-30,5,Filial 5,39,Cliente 39,AL,15,Produto 15,Marca 1,14.57,7,2
9729,2021-08-30,7,Filial 7,84,Cliente 84,BA,4,Produto 4,Marca 3,44.85,7,5
9730,2021-08-30,4,Filial 4,10,Cliente 10,SP,6,Produto 6,Marca 1,87.73,6,5
9731,2021-08-31,5,Filial 5,41,Cliente 41,PA,12,Produto 12,Marca 2,68.11,3,5
9732,2021-08-31,2,Filial 2,10,Cliente 10,SP,18,Produto 18,Marca 2,98.95,5,5
9733,2021-08-31,3,Filial 3,20,Cliente 20,PB,4,Produto 4,Marca 3,44.85,5,5
9734,2021-08-31,4,Filial 4,28,Cliente 28,PB,7,Produto 7,Marca 1,21.32,3,4
9735,2021-08-31,8,Filial 8,24,Cliente 24,PR,17,Produto 17,Marca 2,23.67,2,3
9736,2021-08-31,6,Filial 6,29,Cliente 29,MT,15,Produto 15,Marca 1,14.57,3,5
9737,2021-08-31,9,Filial 9,53,Cliente 53,RR,13,Produto 13,Marca 3,18.60,2,5
9738,2021-08-31,10,Filial 10,79,Cliente 79,RN,14,Produto 14,Marca 3,2.87,4,3
9739,2021-08-31,1,Filial 1,24,Cliente 24,PR,10,Produto 10,Marca 1,33.55,7,3
9740,2021-08-31,7,Filial 7,33,Cliente 33,GO,16,Produto 16,Marca 2,12.40,5,2
9741,2021-09-01,8,Filial 8,80,Cliente 80,RR,20,Produto 20,Marca 2,64.09,2,4
9742,2021-09-01,1,Filial 1,87,Cliente 87,RJ,13,Produto 13,Marca 3,18.60,6,4
9743,2021-09-01,10,Filial 10,32,Cliente 32,SE,16,Produto 16,Marca 2,12.40,2,2
9744,2021-09-01,7,Filial 7,8,Cliente 8,RJ,8,Produto 8,Marca 2,44.87,5,5
9745,2021-09-01,5,Filial 5,75,Cliente 75,RS,8,Produto 8,Marca 2,44.87,7,2
9746,2021-09-01,4,Filial 4,76,Cliente 76,AC,11,Produto 11,Marca 1,17.47,3,3
9747,2021-09-01,3,Filial 3,50,Cliente 50,GO,2,Produto 2,Marca 3,99.33,7,5
9748,2021-09-01,6,Filial 6,52,Cliente 52,PI,15,Produto 15,Marca 1,14.57,2,2
9749,2021-09-01,9,Filial 9,100,Cliente 100,MS,9,Produto 9,Marca 2,41.93,4,3
9750,2021-09-01,2,Filial 2,87,Cliente 87,RJ,17,Produto 17,Marca 2,23.67,7,4
9751,2021-09-02,9,Filial 9,17,Cliente 17,PA,14,Produto 14,Marca 3,2.87,2,5
9752,2021-09-02,5,Filial 5,20,Cliente 20,PB,14,Produto 14,Marca 3,2.87,3,4
9753,2021-09-02,2,Filial 2,46,Cliente 46,RR,10,Produto 10,Marca 1,33.55,4,2
9754,2021-09-02,8,Filial 8,14,Cliente 14,AL,5,Produto 5,Marca 1,86.60,5,4
9755,2021-09-02,7,Filial 7,2,Cliente 2,CE,18,Produto 18,Marca 2,98.95,3,3
9756,2021-09-02,4,Filial 4,78,Cliente 78,PR,6,Produto 6,Marca 1,87.73,5,3
9757,2021-09-02,10,Filial 10,21,Cliente 21,AL,19,Produto 19,Marca 1,16.28,2,4
9758,2021-09-02,1,Filial 1,30,Cliente 30,BA,18,Produto 18,Marca 2,98.95,5,3
9759,2021-09-02,6,Filial 6,84,Cliente 84,BA,10,Produto 10,Marca 1,33.55,4,4
9760,2021-09-02,3,Filial 3,36,Cliente 36,SP,20,Produto 20,Marca 2,64.09,2,2
9761,2021-09-03,6,Filial 6,51,Cliente 51,MG,20,Produto 20,Marca 2,64.09,4,5
9762,2021-09-03,2,Filial 2,71,Cliente 71,RS,12,Produto 12,Marca 2,68.11,6,5
9763,2021-09-03,1,Filial 1,79,Cliente 79,RN,5,Produto 5,Marca 1,86.60,5,2
9764,2021-09-03,8,Filial 8,22,Cliente 22,CE,17,Produto 17,Marca 2,23.67,3,3
9765,2021-09-03,9,Filial 9,23,Cliente 23,CE,5,Produto 5,Marca 1,86.60,4,3
9766,2021-09-03,3,Filial 3,38,Cliente 38,RJ,5,Produto 5,Marca 1,86.60,4,2
9767,2021-09-03,4,Filial 4,80,Cliente 80,RR,16,Produto 16,Marca 2,12.40,4,3
9768,2021-09-03,7,Filial 7,89,Cliente 89,RR,4,Produto 4,Marca 3,44.85,5,5
9769,2021-09-03,10,Filial 10,10,Cliente 10,SP,16,Produto 16,Marca 2,12.40,2,4
9770,2021-09-03,5,Filial 5,8,Cliente 8,RJ,11,Produto 11,Marca 1,17.47,7,5
9771,2021-09-04,8,Filial 8,76,Cliente 76,AC,7,Produto 7,Marca 1,21.32,4,3
9772,2021-09-04,2,Filial 2,35,Cliente 35,PB,4,Produto 4,Marca 3,44.85,4,5
9773,2021-09-04,1,Filial 1,83,Cliente 83,MT,15,Produto 15,Marca 1,14.57,6,4
9774,2021-09-04,9,Filial 9,26,Cliente 26,RO,7,Produto 7,Marca 1,21.32,4,4
9775,2021-09-04,3,Filial 3,58,Cliente 58,PA,5,Produto 5,Marca 1,86.60,6,5
9776,2021-09-04,4,Filial 4,84,Cliente 84,BA,4,Produto 4,Marca 3,44.85,4,4
9777,2021-09-04,10,Filial 10,71,Cliente 71,RS,20,Produto 20,Marca 2,64.09,7,3
9778,2021-09-04,7,Filial 7,48,Cliente 48,MS,20,Produto 20,Marca 2,64.09,2,5
9779,2021-09-04,6,Filial 6,80,Cliente 80,RR,20,Produto 20,Marca 2,64.09,6,4
9780,2021-09-04,5,Filial 5,23,Cliente 23,CE,4,Produto 4,Marca 3,44.85,4,4
9781,2021-09-05,10,Filial 10,21,Cliente 21,AL,20,Produto 20,Marca 2,64.09,7,3
9782,2021-09-05,1,Filial 1,87,Cliente 87,RJ,9,Produto 9,Marca 2,41.93,3,4
9783,2021-09-05,5,Filial 5,78,Cliente 78,PR,4,Produto 4,Marca 3,44.85,3,5
9784,2021-09-05,9,Filial 9,33,Cliente 33,GO,10,Produto 10,Marca 1,33.55,7,4
9785,2021-09-05,2,Filial 2,19,Cliente 19,MS,18,Produto 18,Marca 2,98.95,4,3
9786,2021-09-05,6,Filial 6,88,Cliente 88,PA,11,Produto 11,Marca 1,17.47,6,5
9787,2021-09-05,8,Filial 8,29,Cliente 29,MT,3,Produto 3,Marca 2,49.45,2,2
9788,2021-09-05,4,Filial 4,57,Cliente 57,SP,19,Produto 19,Marca 1,16.28,5,2
9789,2021-09-05,7,Filial 7,2,Cliente 2,CE,7,Produto 7,Marca 1,21.32,7,4
9790,2021-09-05,3,Filial 3,38,Cliente 38,RJ,14,Produto 14,Marca 3,2.87,7,2
9791,2021-09-06,10,Filial 10,26,Cliente 26,RO,19,Produto 19,Marca 1,16.28,6,5
9792,2021-09-06,4,Filial 4,76,Cliente 76,AC,5,Produto 5,Marca 1,86.60,4,4
9793,2021-09-06,7,Filial 7,98,Cliente 98,TO,6,Produto 6,Marca 1,87.73,6,3
9794,2021-09-06,3,Filial 3,4,Cliente 4,CE,15,Produto 15,Marca 1,14.57,7,3
9795,2021-09-06,5,Filial 5,66,Cliente 66,DF,15,Produto 15,Marca 1,14.57,5,4
9796,2021-09-06,1,Filial 1,3,Cliente 3,TO,16,Produto 16,Marca 2,12.40,5,5
9797,2021-09-06,8,Filial 8,74,Cliente 74,AM,17,Produto 17,Marca 2,23.67,7,2
9798,2021-09-06,6,Filial 6,77,Cliente 77,AM,9,Produto 9,Marca 2,41.93,5,4
9799,2021-09-06,9,Filial 9,14,Cliente 14,AL,3,Produto 3,Marca 2,49.45,6,2
9800,2021-09-06,2,Filial 2,49,Cliente 49,RS,14,Produto 14,Marca 3,2.87,5,4
9801,2021-09-07,10,Filial 10,1,Cliente 1,MA,3,Produto 3,Marca 2,49.45,4,4
9802,2021-09-07,4,Filial 4,19,Cliente 19,MS,20,Produto 20,Marca 2,64.09,2,4
9803,2021-09-07,3,Filial 3,8,Cliente 8,RJ,5,Produto 5,Marca 1,86.60,7,4
9804,2021-09-07,2,Filial 2,94,Cliente 94,PE,17,Produto 17,Marca 2,23.67,5,3
9805,2021-09-07,6,Filial 6,67,Cliente 67,ES,13,Produto 13,Marca 3,18.60,6,5
9806,2021-09-07,1,Filial 1,28,Cliente 28,PB,15,Produto 15,Marca 1,14.57,7,5
9807,2021-09-07,9,Filial 9,58,Cliente 58,PA,5,Produto 5,Marca 1,86.60,7,2
9808,2021-09-07,5,Filial 5,46,Cliente 46,RR,2,Produto 2,Marca 3,99.33,3,3
9809,2021-09-07,7,Filial 7,24,Cliente 24,PR,18,Produto 18,Marca 2,98.95,3,4
9810,2021-09-07,8,Filial 8,63,Cliente 63,RO,2,Produto 2,Marca 3,99.33,2,5
9811,2021-09-08,4,Filial 4,21,Cliente 21,AL,15,Produto 15,Marca 1,14.57,3,2
9812,2021-09-08,6,Filial 6,64,Cliente 64,PA,2,Produto 2,Marca 3,99.33,2,3
9813,2021-09-08,2,Filial 2,70,Cliente 70,MA,11,Produto 11,Marca 1,17.47,7,3
9814,2021-09-08,10,Filial 10,52,Cliente 52,PI,18,Produto 18,Marca 2,98.95,7,5
9815,2021-09-08,9,Filial 9,25,Cliente 25,PA,14,Produto 14,Marca 3,2.87,2,4
9816,2021-09-08,5,Filial 5,94,Cliente 94,PE,10,Produto 10,Marca 1,33.55,3,2
9817,2021-09-08,7,Filial 7,54,Cliente 54,RO,17,Produto 17,Marca 2,23.67,2,5
9818,2021-09-08,3,Filial 3,29,Cliente 29,MT,6,Produto 6,Marca 1,87.73,4,4
9819,2021-09-08,8,Filial 8,68,Cliente 68,AL,8,Produto 8,Marca 2,44.87,5,4
9820,2021-09-08,1,Filial 1,19,Cliente 19,MS,5,Produto 5,Marca 1,86.60,5,4
9821,2021-09-09,8,Filial 8,44,Cliente 44,PI,12,Produto 12,Marca 2,68.11,2,5
9822,2021-09-09,2,Filial 2,45,Cliente 45,PB,19,Produto 19,Marca 1,16.28,4,3
9823,2021-09-09,9,Filial 9,68,Cliente 68,AL,11,Produto 11,Marca 1,17.47,6,4
9824,2021-09-09,4,Filial 4,42,Cliente 42,SE,14,Produto 14,Marca 3,2.87,2,2
9825,2021-09-09,6,Filial 6,72,Cliente 72,SE,8,Produto 8,Marca 2,44.87,5,2
9826,2021-09-09,1,Filial 1,27,Cliente 27,ES,11,Produto 11,Marca 1,17.47,5,5
9827,2021-09-09,3,Filial 3,59,Cliente 59,PB,14,Produto 14,Marca 3,2.87,4,2
9828,2021-09-09,10,Filial 10,67,Cliente 67,ES,5,Produto 5,Marca 1,86.60,2,5
9829,2021-09-09,5,Filial 5,94,Cliente 94,PE,18,Produto 18,Marca 2,98.95,2,2
9830,2021-09-09,7,Filial 7,79,Cliente 79,RN,8,Produto 8,Marca 2,44.87,3,5
9831,2021-09-10,4,Filial 4,98,Cliente 98,TO,16,Produto 16,Marca 2,12.40,2,4
9832,2021-09-10,7,Filial 7,46,Cliente 46,RR,9,Produto 9,Marca 2,41.93,7,4
9833,2021-09-10,2,Filial 2,77,Cliente 77,AM,11,Produto 11,Marca 1,17.47,5,4
9834,2021-09-10,9,Filial 9,100,Cliente 100,MS,16,Produto 16,Marca 2,12.40,2,4
9835,2021-09-10,5,Filial 5,99,Cliente 99,MG,4,Produto 4,Marca 3,44.85,4,2
9836,2021-09-10,8,Filial 8,68,Cliente 68,AL,9,Produto 9,Marca 2,41.93,5,2
9837,2021-09-10,3,Filial 3,92,Cliente 92,AL,12,Produto 12,Marca 2,68.11,5,3
9838,2021-09-10,10,Filial 10,88,Cliente 88,PA,16,Produto 16,Marca 2,12.40,6,2
9839,2021-09-10,1,Filial 1,65,Cliente 65,MA,12,Produto 12,Marca 2,68.11,3,3
9840,2021-09-10,6,Filial 6,68,Cliente 68,AL,20,Produto 20,Marca 2,64.09,7,2
9841,2021-09-11,1,Filial 1,83,Cliente 83,MT,9,Produto 9,Marca 2,41.93,3,4
9842,2021-09-11,2,Filial 2,83,Cliente 83,MT,20,Produto 20,Marca 2,64.09,4,3
9843,2021-09-11,3,Filial 3,29,Cliente 29,MT,2,Produto 2,Marca 3,99.33,2,5
9844,2021-09-11,7,Filial 7,18,Cliente 18,MG,15,Produto 15,Marca 1,14.57,2,3
9845,2021-09-11,10,Filial 10,83,Cliente 83,MT,2,Produto 2,Marca 3,99.33,6,5
9846,2021-09-11,5,Filial 5,36,Cliente 36,SP,14,Produto 14,Marca 3,2.87,5,4
9847,2021-09-11,9,Filial 9,60,Cliente 60,SE,17,Produto 17,Marca 2,23.67,2,2
9848,2021-09-11,4,Filial 4,5,Cliente 5,AP,3,Produto 3,Marca 2,49.45,5,2
9849,2021-09-11,8,Filial 8,90,Cliente 90,PR,7,Produto 7,Marca 1,21.32,5,2
9850,2021-09-11,6,Filial 6,78,Cliente 78,PR,3,Produto 3,Marca 2,49.45,3,2
9851,2021-09-12,3,Filial 3,57,Cliente 57,SP,11,Produto 11,Marca 1,17.47,3,4
9852,2021-09-12,5,Filial 5,47,Cliente 47,RN,17,Produto 17,Marca 2,23.67,3,3
9853,2021-09-12,6,Filial 6,30,Cliente 30,BA,16,Produto 16,Marca 2,12.40,6,2
9854,2021-09-12,1,Filial 1,83,Cliente 83,MT,2,Produto 2,Marca 3,99.33,6,4
9855,2021-09-12,2,Filial 2,93,Cliente 93,RJ,11,Produto 11,Marca 1,17.47,7,3
9856,2021-09-12,4,Filial 4,82,Cliente 82,SP,16,Produto 16,Marca 2,12.40,7,2
9857,2021-09-12,10,Filial 10,79,Cliente 79,RN,18,Produto 18,Marca 2,98.95,3,4
9858,2021-09-12,9,Filial 9,32,Cliente 32,SE,2,Produto 2,Marca 3,99.33,2,4
9859,2021-09-12,7,Filial 7,18,Cliente 18,MG,19,Produto 19,Marca 1,16.28,3,2
9860,2021-09-12,8,Filial 8,86,Cliente 86,RN,9,Produto 9,Marca 2,41.93,7,5
9861,2021-09-13,8,Filial 8,73,Cliente 73,PE,11,Produto 11,Marca 1,17.47,4,4
9862,2021-09-13,1,Filial 1,81,Cliente 81,RO,13,Produto 13,Marca 3,18.60,6,3
9863,2021-09-13,2,Filial 2,8,Cliente 8,RJ,4,Produto 4,Marca 3,44.85,7,3
9864,2021-09-13,4,Filial 4,56,Cliente 56,GO,15,Produto 15,Marca 1,14.57,5,5
9865,2021-09-13,10,Filial 10,49,Cliente 49,RS,5,Produto 5,Marca 1,86.60,5,4
9866,2021-09-13,3,Filial 3,31,Cliente 31,CE,16,Produto 16,Marca 2,12.40,2,2
9867,2021-09-13,5,Filial 5,11,Cliente 11,SC,11,Produto 11,Marca 1,17.47,5,5
9868,2021-09-13,6,Filial 6,64,Cliente 64,PA,3,Produto 3,Marca 2,49.45,2,4
9869,2021-09-13,9,Filial 9,16,Cliente 16,MA,18,Produto 18,Marca 2,98.95,4,5
